deviceCode_location_wardName,deviceCode_pyld_alarmType,date,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,PCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,HMW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,FCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,UFCW,9.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,LDWR,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,PCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,FCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,HMW,12.3.18,,,,
Dodda Nekkundi,Overspeed,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
Dodda Nekkundi,UFCW,12.3.18,,,,
