lat,lon
12.98760605,77.73711395
12.98762035,77.73842621
12.98743534,77.74103546
12.9870863,77.74234772
12.97708988,77.74176025
12.98472595,77.74416351
12.98465824,77.74411011
12.98327827,77.74394226
12.98160839,77.74355316
12.98152542,77.74350739
12.97881985,77.74219513
12.97590256,77.7420578
12.97566319,77.74290466
12.97846031,77.74210358
12.97887611,77.7421875
12.98159122,77.74349976
12.9845314,77.74408722
12.98584843,77.74460602
12.98588085,77.74462128
12.98546505,77.74764252
12.98570824,77.74445343
12.986516,77.74393463
12.98676491,77.74304199
12.99257469,77.75480652
12.99267483,77.75621796
12.98756123,77.73874664
12.98756123,77.73764038
12.98756313,77.73705292
12.98755455,77.73675537
12.98755074,77.73664093
12.98755074,77.73655701
12.98763084,77.73519135
12.98765087,77.73503876
12.98788548,77.73365784
12.99694824,77.75840759
12.98796463,77.73323822
12.98805141,77.73258972
12.98805141,77.73258972
12.98805141,77.73258972
12.98805141,77.73258972
12.98809814,77.73229218
12.98810768,77.73223877
12.98812103,77.73215485
12.98814106,77.73203278
12.98814106,77.73201752
13.00105953,77.75759125
13.00111008,77.75759125
12.9882431,77.73147583
13.00572968,77.75691223
12.98884773,77.72799683
13.00981998,77.75910187
13.01043797,77.75944519
12.98942566,77.72704315
13.01431084,77.76145935
12.99129772,77.72810364
12.99133587,77.72827148
13.0178709,77.76213837
13.01866531,77.76212311
12.9939146,77.73120117
12.99464798,77.73127747
12.99499321,77.7312851
12.99556065,77.73127747
13.01694775,77.76211548
12.99565029,77.72975922
12.99546337,77.72835541
12.99539566,77.72795868
13.01407337,77.76142883
12.99489021,77.72689056
13.01272297,77.76226044
12.99411488,77.72688293
12.99271297,77.72684479
12.99191093,77.72692871
12.99107456,77.72766113
12.99044132,77.72756958
13.01312637,77.76132202
12.98958492,77.72721863
12.98911762,77.72723389
12.98867321,77.72896576
12.98764038,77.73584747
12.98764038,77.73738098
12.98764324,77.73745728
12.98737621,77.74110413
12.98714256,77.74201965
12.9870882,77.74222565
12.98707294,77.74227142
12.98653793,77.74443817
13.00585842,77.75700378
13.00454044,77.75693512
13.00454044,77.75693512
13.00354767,77.75711823
13.00326824,77.757164
12.98425961,77.74397278
12.98389053,77.74382782
13.00106335,77.75762177
12.97690964,77.74168396
12.99278259,77.75676727
12.99256611,77.75570679
12.99137592,77.75149536
12.98952007,77.75074005
12.9858799,77.74904633
12.98390484,77.743927
12.98021603,77.74287415
12.97894096,77.74224854
