,0,1
0,13.00035,77.68013763
1,13.00028133,77.67695618
2,13.00018787,77.67664337
3,12.99991035,77.67611694
4,12.99987984,77.67604065
5,12.99967766,77.67564392
6,12.99857521,77.6732254
7,12.99808311,77.67221069
8,12.99774647,77.67153931
9,12.99771309,77.67146301
10,12.99763298,77.6713028
11,12.99332619,77.66743469
12,12.99405956,77.66639709
13,13.00006008,77.67582703
14,13.00014496,77.67601013
15,13.00016499,77.67604828
16,13.00039959,77.67651367
17,13.00032043,77.68042755
18,13.00032616,77.6803894
19,13.00032616,77.68038177
20,13.00035,77.68035889
21,13.00033474,77.67960358
22,13.00027084,77.67849731
23,13.00026512,77.67847443
24,13.00026798,77.67793274
25,13.00026798,77.67791748
26,13.00026798,77.67789459
27,13.00015545,77.67684174
28,12.99962997,77.67549133
29,12.99959278,77.67540741
30,12.99957466,77.675354
31,12.99954987,77.67528534
32,12.99953556,77.67527771
33,12.9992733,77.67467499
34,12.99829483,77.67267609
35,12.99818134,77.6724472
36,12.99796581,77.67197418
37,12.99682522,77.66949463
38,12.99530602,77.66582489
39,12.99531269,77.66584015
40,12.99532032,77.66585541
41,12.9956398,77.66635895
42,12.99566269,77.66642761
43,12.99630547,77.66783142
44,12.996418,77.6680603
45,12.99701595,77.66945648
46,12.99775314,77.67095947
47,12.99779606,77.6710434
48,12.99866962,77.67288971
49,12.99882317,77.67319489
50,12.99891758,77.67337036
51,12.99973488,77.67505646
52,12.99977779,77.6751709
53,12.99982262,77.67527771
54,13.0002861,77.67982483
55,13.00022507,77.67682648
56,12.9998312,77.67605591
57,12.99900341,77.67411804
58,12.99891472,77.67394257
59,12.99827576,77.67262268
60,12.99673271,77.66925812
61,12.99630547,77.66842651
62,12.99481583,77.66607666
63,12.99516296,77.66545105
64,12.995965,77.66709137
65,12.99715328,77.66950989
66,12.99719334,77.66959381
67,12.99721622,77.66966248
68,12.99800491,77.67139435
69,12.99858761,77.67248535
70,12.99882603,77.67297363
71,12.99885559,77.6730423
72,12.99890995,77.67317963
73,12.99921989,77.67380524
74,12.99936295,77.67407227
75,12.9998951,77.67526245
76,12.99993992,77.67536926
77,13.00020313,77.67603302
78,13.00024509,77.68050385
79,13.00024319,77.68031311
80,13.0002346,77.68015289
81,13.00023556,77.68010712
82,13.00024509,77.67861938
83,13.00024986,77.67799377
