,0,1
0,13.0003233,77.68011475
1,13.00031567,77.67996979
2,13.00030994,77.67989349
3,13.00030994,77.67985535
4,13.00030804,77.67982483
5,13.00030994,77.67978668
6,13.0003109,77.67974854
7,13.0003109,77.67971039
8,13.00030994,77.67969513
9,13.00030804,77.67959595
10,13.00030518,77.67953491
11,13.00030613,77.67945862
12,13.00027275,77.67871094
13,13.00024128,77.67829895
14,13.00028515,77.67707825
15,13.00019073,77.67669678
16,12.99932003,77.67488861
17,12.99833584,77.67282867
18,12.99812508,77.67237091
19,12.99804783,77.67220306
20,12.99798584,77.67206573
21,12.99763298,77.67136383
22,12.99680519,77.66954041
23,12.99678802,77.66950989
24,12.99668121,77.66925812
25,12.99524784,77.66555023
26,12.99532795,77.66571045
27,12.99765968,77.67064667
28,12.99777508,77.67089081
29,12.99781322,77.67098236
30,12.99783802,77.67103577
31,12.99825478,77.67188263
32,12.99828625,77.67194366
33,12.99829292,77.67195892
34,12.99842644,77.67221832
35,12.99845314,77.67227173
36,12.99845982,77.67227936
37,12.99859142,77.67254639
38,12.99895954,77.67327881
39,12.99915791,77.67369843
40,12.99931335,77.67401886
41,12.99962807,77.67468262
42,12.99969578,77.67485809
43,12.99981785,77.67518616
44,12.99993038,77.67542267
45,12.99999046,77.67556763
46,12.99999523,77.67557526
47,13.00003147,77.67568207
48,13.00016785,77.67597198
49,13.00026512,77.67615509
50,12.99846458,77.68221283
51,12.99856281,77.68215942
52,12.9986763,77.68209839
53,12.99870968,77.68208313
54,12.99907589,77.68183899
55,13.00023079,77.68070984
56,13.00023842,77.68054962
57,13.00023556,77.68053436
58,13.00023079,77.6805191
59,13.0002327,77.68050385
60,13.00022125,77.6803894
61,13.00023079,77.67865753
62,13.00016308,77.67686462
63,12.99995804,77.67632294
64,12.99992085,77.67622375
65,12.99973297,77.67572784
66,12.999403,77.67492676
67,12.99901772,77.67417908
68,12.99899483,77.67412567
69,12.99874115,77.67360687
70,12.99872303,77.6735611
71,12.99871063,77.67353058
72,12.99680042,77.66965485
73,12.99670792,77.66939545
74,12.99662971,77.66916656
75,12.99581623,77.66734314
76,12.99431133,77.66703033
77,12.98569107,77.6681366
78,12.99487305,77.66608429
79,12.99600601,77.66716766
80,12.99654007,77.66836548
81,12.99683762,77.66902161
82,12.99708557,77.66949463
