,0,1
0,13.00030994,77.67881775
1,13.00030518,77.67873383
2,13.00026131,77.67809296
3,13.00026131,77.67808533
4,13.00028038,77.67797089
5,13.00031281,77.67745209
6,13.00030804,77.67738342
7,12.99969769,77.67567444
8,12.99814034,77.67235565
9,12.99795532,77.67197418
10,12.9972496,77.67046356
11,12.99689484,77.66962433
12,12.99407768,77.66638947
13,12.99561787,77.6661911
14,12.99564075,77.66623688
15,12.99565125,77.66628265
16,12.99565983,77.66629791
17,12.99724579,77.66977692
18,12.99740314,77.67009735
19,12.99748516,77.67027283
20,12.99761963,77.67055511
21,12.99766636,77.6706543
22,12.99769974,77.67071533
23,12.99786472,77.67105865
24,12.99787998,77.6710968
25,12.99796486,77.67127991
26,12.99799633,77.6713562
27,12.99807072,77.67149353
28,12.99808788,77.67153931
29,12.99812794,77.67160797
30,12.99822807,77.67180634
31,12.99828815,77.67193604
32,12.99831295,77.67198181
33,12.99841976,77.67219543
34,12.99886322,77.67308044
35,12.99901104,77.67337799
36,12.99910545,77.67356873
37,13.00008583,77.67576599
38,13.0000906,77.67579651
39,13.00009823,77.67581177
40,13.00010109,77.6758194
41,13.00010777,77.67584229
42,13.00014496,77.67590332
43,13.00024128,77.68003082
44,13.00024128,77.68000793
45,13.00024319,77.67998505
46,12.99944782,77.67502594
47,12.99907112,77.67422485
48,12.99896526,77.67403412
49,12.9982748,77.6726532
50,12.9978447,77.67179108
51,12.9974699,77.67099762
52,12.99744129,77.67093658
53,12.9972229,77.67047882
54,12.99446011,77.66615295
55,12.99682522,77.66894531
56,13.00015831,77.67584229
57,13.00018978,77.67589569
58,13.00027466,77.68036652
59,13.00028515,77.68027496
60,13.00031567,77.67970276
61,13.00031471,77.67953491
62,13.00031471,77.67941284
63,13.00026798,77.6786499
64,13.00024986,77.67849731
65,13.00024796,77.67847443
66,13.00027084,77.67795563
67,13.00027084,77.677948
68,13.00006294,77.67646027
69,13.00005627,77.67642975
70,12.99929619,77.67481995
71,12.9985714,77.6733017
72,12.99815464,77.6724472
73,12.99691582,77.66989136
74,12.99685574,77.66973877
75,12.9961462,77.66804504
76,12.99339962,77.66738129
77,12.99563503,77.66632843
78,12.99575806,77.66658783
79,12.99580288,77.6667099
80,12.995870589999999,77.66687012
81,12.99589634,77.66693878
82,12.99591255,77.66698456
83,12.99592495,77.66701508
84,12.99593544,77.66703796
85,12.99613953,77.66745758
