,0.0000,1.0000
754,12.9534,77.7004
755,12.9519,77.7000
756,12.9513,77.6998
757,12.9508,77.6997
758,12.9483,77.6993
759,12.9477,77.6991
760,12.9457,77.6984
761,12.9451,77.6982
762,12.9417,77.6966
763,12.9413,77.6964
764,12.9412,77.6964
765,12.9406,77.6961
766,12.9392,77.6951
767,12.9372,77.6932
768,12.9367,77.6926
769,12.9360,77.6918
770,12.9359,77.6917
771,12.9358,77.6916
772,12.9355,77.6913
773,12.9351,77.6908
774,12.9345,77.6902
775,12.9340,77.6897
776,12.9339,77.6895
777,12.9338,77.6894
778,12.9337,77.6893
779,12.9334,77.6890
780,12.9328,77.6883
781,12.9322,77.6878
782,12.9322,77.6878
783,12.9322,77.6878
784,12.9322,77.6878
785,12.9319,77.6875
786,12.9312,77.6867
787,12.9340,77.6895
788,12.9351,77.6907
789,12.9358,77.6915
790,12.9371,77.6928
791,12.9399,77.6954
792,12.9425,77.6970
793,12.9428,77.6971
794,12.9429,77.6972
795,12.9438,77.6975
796,12.9439,77.6976
797,12.9441,77.6977
798,12.9455,77.6982
799,12.9461,77.6984
800,12.9464,77.6985
801,12.9469,77.6987
802,12.9472,77.6988
803,12.9478,77.6990
804,12.9480,77.6991
805,12.9484,77.6991
806,12.9488,77.6993
807,12.9489,77.6993
808,12.9490,77.6993
809,12.9493,77.6994
810,12.9495,77.6994
811,12.9501,77.6995
812,12.9506,77.6996
813,12.9508,77.6996
814,12.9515,77.6997
815,12.9518,77.6998
816,12.9527,77.7000
817,12.9533,77.7001
818,12.9568,77.7012
819,12.9563,77.7012
820,12.9555,77.7009
821,12.9535,77.7004
822,12.9531,77.7003
823,12.9530,77.7003
824,12.9528,77.7003
825,12.9521,77.7000
826,12.9518,77.7000
827,12.9512,77.6998
828,12.9512,77.6998
829,12.9511,77.6998
830,12.9506,77.6997
831,12.9505,77.6997
832,12.9504,77.6997
833,12.9500,77.6996
834,12.9495,77.6995
835,12.9487,77.6993
836,12.9480,77.6992
837,12.9477,77.6991
838,12.9475,77.6990
839,12.9466,77.6987
840,12.9455,77.6983
841,12.9443,77.6979
842,12.9428,77.6973
843,12.9414,77.6965
844,12.9413,77.6964
845,12.9412,77.6964
846,12.9393,77.6955
847,12.9388,77.6949
848,12.9373,77.6932
849,12.9371,77.6930
850,12.9368,77.6927
851,12.9365,77.6924
852,12.9362,77.6919
853,12.9359,77.6917
854,12.9352,77.6910
855,12.9345,77.6902
856,12.9329,77.6885
857,12.9328,77.6884
858,12.9327,77.6883
859,12.9324,77.6880
860,12.9315,77.6871
861,12.9312,77.6865
862,12.9321,77.6874
863,12.9331,77.6885
864,12.9341,77.6895
865,12.9351,77.6906
866,12.9366,77.6923
867,12.9379,77.6937
868,12.9400,77.6955
869,12.9409,77.6960
870,12.9420,77.6967
871,12.9423,77.6969
872,12.9426,77.6971
873,12.9465,77.6985
874,12.9469,77.6987
875,12.9475,77.6989
876,12.9486,77.6992
877,12.9495,77.6994
878,12.9506,77.6995
879,12.9514,77.6997
880,12.9541,77.7002
881,12.9542,77.7003
882,12.9546,77.7004
883,12.9558,77.7010
884,12.9520,77.7000
885,12.9517,77.6999
886,12.9500,77.6996
887,12.9497,77.6995
888,12.9495,77.6995
889,12.9466,77.6987
890,12.9451,77.6982
891,12.9443,77.6980
892,12.9431,77.6975
893,12.9413,77.6964
894,12.9410,77.6963
895,12.9395,77.6954
896,12.9386,77.6947
897,12.9386,77.6946
898,12.9371,77.6931
899,12.9370,77.6930
900,12.9367,77.6926
901,12.9330,77.6886
902,12.9319,77.6876
903,12.9306,77.6858
904,12.9318,77.6871
905,12.9323,77.6876
906,12.9343,77.6898
907,12.9363,77.6920
908,12.9398,77.6953
909,12.9409,77.6960
910,12.9416,77.6964
911,12.9423,77.6969
912,12.9427,77.6971
913,12.9431,77.6973
914,12.9457,77.6983
915,12.9481,77.6991
916,12.9499,77.6995
917,12.9513,77.6997
918,12.9541,77.7002
919,12.9547,77.7004
920,12.9529,77.7003
921,12.9527,77.7002
922,12.9526,77.7002
923,12.9526,77.7002
924,12.9525,77.7002
925,12.9525,77.7002
926,12.9525,77.7001
927,12.9515,77.6999
928,12.9511,77.6998
929,12.9497,77.6995
930,12.9489,77.6994
931,12.9488,77.6994
932,12.9469,77.6988
933,12.9459,77.6985
934,12.9456,77.6984
935,12.9456,77.6984
936,12.9443,77.6979
937,12.9430,77.6974
938,12.9409,77.6962
939,12.9396,77.6955
940,12.9395,77.6954
941,12.9391,77.6951
942,12.9387,77.6948
943,12.9375,77.6936
944,12.9368,77.6927
945,12.9367,77.6925
946,12.9355,77.6913
947,12.9344,77.6901
948,12.9343,77.6900
949,12.9329,77.6885
950,12.9319,77.6876
951,12.9304,77.6859
952,12.9300,77.6853
953,12.9295,77.6845
954,12.9567,77.7030
955,12.9566,77.7044
956,12.9568,77.7021
957,12.9550,77.7008
958,12.9506,77.6997
959,12.9500,77.6996
960,12.9474,77.6990
961,12.9447,77.6980
962,12.9429,77.6974
963,12.9411,77.6964
964,12.9402,77.6959
965,12.9386,77.6947
966,12.9377,77.6937
967,12.9344,77.6901
968,12.9300,77.6851
969,12.9298,77.6848
970,12.9295,77.6841
971,12.9274,77.6798
972,12.9267,77.6784
973,12.9238,77.6719
974,12.9237,77.6717
975,12.9066,77.6976
976,12.9071,77.6960
977,12.9076,77.6943
978,12.9087,77.6901
979,12.9097,77.6872
980,12.9108,77.6843
981,12.9121,77.6814
982,12.9227,77.6681
983,12.9130,77.6798
984,12.9131,77.6796
985,12.9135,77.6788
986,12.9137,77.6776
987,12.9118,77.6766
988,12.9010,77.6756
989,12.9285,77.6719
990,12.8970,77.6753
991,12.9276,77.6717
992,12.9275,77.6717
993,12.8954,77.6747
994,12.9275,77.6717
995,12.9272,77.6701
996,12.9265,77.6698
997,12.9265,77.6698
998,12.9250,77.6698
999,12.9249,77.6698
1000,12.9244,77.6698
1001,12.9239,77.6699
1002,12.8951,77.6576
1003,12.8967,77.6583
1004,12.8969,77.6584
1005,12.8969,77.6584
1006,12.8976,77.6583
1007,12.9262,77.6769
1008,12.9273,77.6790
1009,12.9282,77.6808
1010,12.9286,77.6818
1011,12.9302,77.6850
1012,12.9114,77.6643
1013,12.9146,77.6670
1014,12.9295,77.6850
1015,12.9188,77.6687
1016,12.9264,77.6858
1017,12.9201,77.6663
1018,12.9251,77.6859
1019,12.9203,77.6658
1020,12.9179,77.6724
1021,12.9197,77.6912
1022,12.9187,77.6728
1023,12.9184,77.6726
1024,12.9178,77.6723
1025,12.9195,77.6947
1026,12.9169,77.6735
1027,12.9168,77.6736
1028,12.9240,77.6951
1029,12.9143,77.6766
1030,12.9284,77.6947
1031,12.9309,77.6950
1032,12.9111,77.6837
1033,12.9103,77.6857
1034,12.9332,77.6966
1035,12.9103,77.6859
1036,12.9335,77.6967
1037,12.9342,77.6968
1038,12.9101,77.6862
1039,12.9075,77.6946
1040,12.9073,77.6954
1041,12.9391,77.6960
1042,12.9049,77.7015
1043,12.9408,77.6961
1044,12.9413,77.6964
1045,12.9416,77.6965
1046,12.9046,77.7045
1047,12.9447,77.6980
1048,12.9463,77.6985
1049,12.9468,77.6987
1050,12.9470,77.6987
1051,12.9471,77.6988
1052,12.9473,77.6988
1053,12.9523,77.6999
1054,12.9525,77.7000
1055,12.9533,77.7002
1056,12.9074,77.7054
1057,12.9543,77.7004
1058,12.9075,77.7055
1059,12.9075,77.7055
1060,12.9075,77.7055
1061,12.9077,77.7055
1062,12.9080,77.7056
1063,12.9569,77.7023
1064,12.9568,77.7029
1065,12.9568,77.7036
1066,12.9568,77.7044
1067,12.9567,77.7044
1068,12.9568,77.7029
1069,12.9568,77.7030
1070,12.9568,77.7024
1071,12.9568,77.7017
1072,12.9526,77.7002
1073,12.9506,77.6998
1074,12.9498,77.6996
1075,12.9492,77.6995
1076,12.9487,77.6994
1077,12.9473,77.6990
1078,12.9464,77.6986
1079,12.9464,77.6986
1080,12.9445,77.6981
1081,12.9369,77.6975
1082,12.9356,77.6972
1083,12.9342,77.6969
1084,12.9318,77.6956
1085,12.9315,77.6953
1086,12.9295,77.6948
1087,12.9568,77.7027
1088,12.9256,77.6948
1089,12.9246,77.6949
1090,12.9515,77.6999
1091,12.9230,77.6953
1092,12.9493,77.6995
1093,12.9492,77.6994
1094,12.9226,77.6953
1095,12.9211,77.6957
1096,12.9471,77.6988
1097,12.9407,77.6962
1098,12.9406,77.6961
1099,12.9387,77.6947
1100,12.9383,77.6944
1101,12.9374,77.6933
1102,12.9368,77.6927
1103,12.9350,77.6907
1104,12.9343,77.6900
1105,12.9337,77.6893
1106,12.9333,77.6889
1107,12.9331,77.6887
1108,12.9330,77.6886
1109,12.9330,77.6885
1110,12.9327,77.6883
1111,12.9220,77.6855
1112,12.9321,77.6876
1113,12.9226,77.6857
1114,12.9233,77.6858
1115,12.9233,77.6858
1116,12.9233,77.6858
1117,12.9314,77.6868
1118,12.9310,77.6864
1119,12.9309,77.6863
1120,12.9309,77.6862
1121,12.9304,77.6856
1122,12.9278,77.6805
1123,12.9276,77.6801
1124,12.9275,77.6799
1125,12.9272,77.6793
1126,12.9270,77.6790
1127,12.9244,77.6735
1128,12.9290,77.6847
1129,12.9240,77.6726
1130,12.9291,77.6847
1131,12.9234,77.6713
1132,12.9229,77.6702
1133,12.9228,77.6699
1134,12.9314,77.6847
1135,12.9315,77.6847
1136,12.9315,77.6847
1137,12.9316,77.6847
1138,12.9208,77.6660
1139,12.9318,77.6850
1140,12.9317,77.6855
1141,12.9317,77.6856
1142,12.9316,77.6863
1143,12.9314,77.6863
1144,12.9183,77.6707
1145,12.9181,77.6712
1146,12.9178,77.6716
1147,12.9288,77.6830
1148,12.9288,77.6829
1149,12.9285,77.6823
1150,12.9275,77.6801
