,0.0000,1.0000
10226,12.9641,77.7484
10227,12.9725,77.7499
10228,12.9674,77.7495
10229,12.9731,77.7483
10230,12.9732,77.7474
10231,12.9559,77.7242
10232,12.9756,77.7443
10233,12.9561,77.7299
10234,12.9561,77.7299
10235,12.9562,77.7304
10236,12.9584,77.7318
10237,12.9612,77.7327
10238,12.9624,77.7330
10239,12.9634,77.7331
10240,12.9639,77.7332
10241,12.9668,77.7337
10242,12.9679,77.7348
10243,12.9685,77.7354
10244,12.9684,77.7353
10245,12.9688,77.7355
10246,12.9690,77.7355
10247,12.9693,77.7361
10248,12.9693,77.7366
10249,12.9692,77.7377
10250,12.9693,77.7372
10251,12.9692,77.7381
10252,12.9692,77.7389
10253,12.9692,77.7384
10254,12.9693,77.7407
10255,12.9689,77.7438
10256,12.9688,77.7452
10257,12.9693,77.7498
10258,12.9720,77.7501
10259,12.9711,77.7465
10260,12.9729,77.7475
10261,12.9756,77.7443
10262,12.9755,77.7442
10263,12.9662,77.7491
10264,12.9670,77.7493
10265,12.9670,77.7493
10266,12.9683,77.7496
10267,12.9561,77.7294
10268,12.9559,77.7260
10269,12.9562,77.7315
10270,12.9566,77.7337
10271,12.9570,77.7361
10272,12.9570,77.7381
10273,12.9570,77.7386
10274,12.9570,77.7408
10275,12.9570,77.7422
10276,12.9687,77.7497
10277,12.9578,77.7458
10278,12.9597,77.7468
10279,12.9603,77.7471
10280,12.9626,77.7479
10281,12.9642,77.7484
10282,12.9693,77.7498
10283,12.9693,77.7498
10284,12.9694,77.7499
10285,12.9714,77.7501
10286,12.9729,77.7491
10287,12.9582,77.7460
10288,12.9585,77.7462
10289,12.9605,77.7472
10290,12.9666,77.7492
10291,12.9671,77.7493
10292,12.9726,77.7497
10293,12.9731,77.7484
10294,12.9763,77.7403
10295,12.9755,77.7439
10296,12.9740,77.7469
10297,12.9731,77.7477
10298,12.9739,77.7469
10299,12.9732,77.7474
10300,12.9732,77.7476
10301,12.9731,77.7480
10302,12.9725,77.7498
10303,12.9712,77.7502
10304,12.9702,77.7500
10305,12.9691,77.7499
10306,12.9644,77.7486
10307,12.9666,77.7493
10308,12.9615,77.7477
10309,12.9644,77.7486
10310,12.9597,77.7469
10311,12.9597,77.7469
10312,12.9593,77.7467
10313,12.9592,77.7467
10314,12.9592,77.7466
10315,12.9619,77.7486
10316,12.9621,77.7490
10317,12.9588,77.7464
10318,12.9586,77.7463
10319,12.9586,77.7463
10320,12.9586,77.7463
10321,12.9586,77.7463
10322,12.9585,77.7463
10323,12.9584,77.7462
10324,12.9584,77.7462
10325,12.9618,77.7505
10326,12.9581,77.7460
10327,12.9607,77.7502
10328,12.9598,77.7503
10329,12.9588,77.7503
10330,12.9567,77.7447
10331,12.9583,77.7487
10332,12.9567,77.7446
10333,12.9568,77.7440
10334,12.9569,77.7419
10335,12.9569,77.7402
10336,12.9584,77.7462
10337,12.9583,77.7462
10338,12.9582,77.7462
10339,12.9582,77.7461
10340,12.9581,77.7461
10341,12.9569,77.7390
10342,12.9569,77.7386
10343,12.9569,77.7385
10344,12.9570,77.7369
10345,12.9570,77.7366
10346,12.9566,77.7347
10347,12.9566,77.7345
10348,12.9561,77.7300
10349,12.9569,77.7425
10350,12.9559,77.7263
10351,12.9559,77.7259
10352,12.9572,77.7420
10353,12.9734,77.7473
10354,12.9559,77.7244
10355,12.9611,77.7477
10356,12.9593,77.7467
10357,12.9583,77.7461
10358,12.9570,77.7402
10359,12.9570,77.7366
10360,12.9562,77.7313
10361,12.9562,77.7311
10362,12.9559,77.7253
10363,12.9559,77.7268
10364,12.9560,77.7288
10365,12.9561,77.7302
10366,12.9571,77.7386
10367,12.9570,77.7402
10368,12.9570,77.7420
10369,12.9570,77.7421
10370,12.9567,77.7448
10371,12.9584,77.7461
10372,12.9590,77.7465
10373,12.9592,77.7465
10374,12.9592,77.7466
10375,12.9605,77.7472
10376,12.9708,77.7501
10377,12.9729,77.7491
10378,12.9730,77.7480
10379,12.9562,77.7308
10380,12.9570,77.7416
10381,12.9567,77.7446
10382,12.9613,77.7476
10383,12.9627,77.7479
10384,12.9630,77.7480
10385,12.9636,77.7482
10386,12.9658,77.7489
10387,12.9684,77.7497
10388,12.9721,77.7502
10389,12.9757,77.7447
10390,12.9756,77.7444
10391,12.9644,77.7486
10392,12.9619,77.7479
10393,12.9570,77.7402
10394,12.9570,77.7381
10395,12.9569,77.7358
10396,12.9731,77.7488
10397,12.9563,77.7317
10398,12.9562,77.7313
10399,12.9559,77.7268
10400,12.9671,77.7494
10401,12.9603,77.7472
10402,12.9756,77.7453
10403,12.9728,77.7495
10404,12.9744,77.7505
10405,12.9665,77.7492
10406,12.9644,77.7486
10407,12.9584,77.7462
10408,12.9583,77.7461
10409,12.9582,77.7461
10410,12.9582,77.7461
10411,12.9582,77.7461
10412,12.9580,77.7460
10413,12.9575,77.7458
10414,12.9560,77.7293
10415,12.9582,77.7357
10416,12.9570,77.7407
10417,12.9586,77.7421
10418,12.9599,77.7421
10419,12.9731,77.7482
10420,12.9731,77.7488
10421,12.9709,77.7501
10422,12.9678,77.7496
10423,12.9675,77.7494
10424,12.9681,77.7486
10425,12.9688,77.7451
10426,12.9689,77.7441
10427,12.9561,77.7296
10428,12.9690,77.7431
10429,12.9693,77.7403
10430,12.9691,77.7390
10431,12.9629,77.7330
10432,12.9618,77.7505
10433,12.9609,77.7502
10434,12.9608,77.7502
10435,12.9607,77.7502
10436,12.9677,77.7340
10437,12.9599,77.7502
10438,12.9696,77.7331
10439,12.9696,77.7329
10440,12.9588,77.7503
10441,12.9696,77.7325
10442,12.9696,77.7324
10443,12.9697,77.7322
10444,12.9707,77.7311
10445,12.9709,77.7306
10446,12.9709,77.7304
10447,12.9583,77.7487
10448,12.9712,77.7289
10449,12.9744,77.7505
10450,12.9684,77.7477
10451,12.9621,77.7489
10452,12.9760,77.7602
10453,12.9559,77.7249
10454,12.9755,77.7623
10455,12.9560,77.7279
10456,12.9560,77.7281
10457,12.9561,77.7290
10458,12.9561,77.7293
10459,12.9562,77.7309
10460,12.9582,77.7317
10461,12.9587,77.7319
10462,12.9610,77.7326
10463,12.9612,77.7327
10464,12.9632,77.7331
10465,12.9645,77.7332
10466,12.9684,77.7353
10467,12.9688,77.7355
10468,12.9751,77.7653
10469,12.9691,77.7356
10470,12.9691,77.7356
10471,12.9693,77.7361
10472,12.9692,77.7377
10473,12.9730,77.7491
10474,12.9694,77.7416
10475,12.9568,77.7447
10476,12.9757,77.7451
10477,12.9757,77.7445
10478,12.9568,77.7449
10479,12.9568,77.7449
10480,12.9688,77.7448
10481,12.9568,77.7449
10482,12.9694,77.7482
10483,12.9593,77.7466
10484,12.9730,77.7486
10485,12.9731,77.7482
10486,12.9755,77.7435
10487,12.9731,77.7489
10488,12.9699,77.7500
10489,12.9689,77.7549
10490,12.9681,77.7571
10491,12.9672,77.7642
10492,12.9705,77.7672
10493,12.9754,77.7631
10494,12.9754,77.7626
10495,12.9560,77.7257
10496,12.9560,77.7283
10497,12.9561,77.7301
10498,12.9562,77.7307
10499,12.9574,77.7314
10500,12.9604,77.7324
10501,12.9609,77.7326
10502,12.9611,77.7327
10503,12.9613,77.7327
10504,12.9613,77.7327
10505,12.9661,77.7336
10506,12.9675,77.7339
10507,12.9681,77.7350
10508,12.9681,77.7350
10509,12.9681,77.7350
10510,12.9767,77.7570
10511,12.9682,77.7351
10512,12.9682,77.7352
10513,12.9693,77.7363
10514,12.9747,77.7507
10515,12.9740,77.7505
10516,12.9691,77.7396
10517,12.9693,77.7409
10518,12.9694,77.7416
10519,12.9703,77.7436
10520,12.9690,77.7450
10521,12.9688,77.7451
10522,12.9692,77.7481
10523,12.9707,77.7481
10524,12.9739,77.7470
10525,12.9756,77.7444
10526,12.9756,77.7442
10527,12.9739,77.7469
10528,12.9736,77.7471
10529,12.9730,77.7477
10530,12.9731,77.7480
10531,12.9763,77.7401
10532,12.9764,77.7399
10533,12.9766,77.7396
10534,12.9722,77.7484
10535,12.9710,77.7479
10536,12.9686,77.7472
10537,12.9767,77.7569
10538,12.9767,77.7571
10539,12.9691,77.7429
10540,12.9766,77.7586
10541,12.9722,77.7346
10542,12.9700,77.7347
10543,12.9697,77.7336
10544,12.9696,77.7334
10545,12.9696,77.7323
10546,12.9698,77.7320
10547,12.9702,77.7317
10548,12.9691,77.7428
10549,12.9692,77.7426
10550,12.9703,77.7258
10551,12.9693,77.7420
10552,12.9696,77.7255
10553,12.9694,77.7255
10554,12.9689,77.7253
10555,12.9693,77.7406
10556,12.9691,77.7395
10557,12.9691,77.7390
10558,12.9692,77.7388
10559,12.9692,77.7378
10560,12.9692,77.7376
10561,12.9692,77.7372
10562,12.9684,77.7252
10563,12.9691,77.7253
10564,12.9696,77.7254
10565,12.9708,77.7257
10566,12.9740,77.7270
10567,12.9706,77.7312
10568,12.9759,77.7271
10569,12.9759,77.7271
10570,12.9717,77.7268
10571,12.9720,77.7269
10572,12.9727,77.7269
10573,12.9737,77.7270
10574,12.9745,77.7270
10575,12.9746,77.7270
10576,12.9746,77.7270
10577,12.9746,77.7270
10578,12.9746,77.7270
10579,12.9746,77.7270
10580,12.9747,77.7270
10581,12.9668,77.7635
10582,12.9698,77.7503
10583,12.9731,77.7477
10584,12.9560,77.7278
10585,12.9562,77.7317
10586,12.9565,77.7332
10587,12.9570,77.7395
10588,12.9573,77.7420
10589,12.9585,77.7421
10590,12.9591,77.7421
10591,12.9687,77.7456
10592,12.9730,77.7479
10593,12.9756,77.7451
10594,12.9711,77.7478
10595,12.9736,77.7471
10596,12.9731,77.7479
10597,12.9724,77.7500
10598,12.9732,77.7476
10599,12.9731,77.7490
10600,12.9744,77.7505
10601,12.9646,77.7486
10602,12.9732,77.7503
10603,12.9744,77.7505
10604,12.9692,77.7402
10605,12.9691,77.7396
10606,12.9583,77.7461
10607,12.9583,77.7461
10608,12.9688,77.7498
10609,12.9587,77.7464
10610,12.9693,77.7363
10611,12.9693,77.7360
10612,12.9573,77.7457
10613,12.9573,77.7456
10614,12.9678,77.7342
10615,12.9571,77.7455
10616,12.9575,77.7458
10617,12.9567,77.7447
10618,12.9643,77.7486
10619,12.9655,77.7334
10620,12.9766,77.7589
10621,12.9765,77.7591
10622,12.9618,77.7483
10623,12.9626,77.7330
10624,12.9570,77.7390
10625,12.9616,77.7328
10626,12.9614,77.7328
10627,12.9592,77.7321
10628,12.9564,77.7311
10629,12.9561,77.7299
10630,12.9559,77.7283
10631,12.9560,77.7296
10632,12.9761,77.7411
10633,12.9583,77.7487
10634,12.9559,77.7275
10635,12.9558,77.7252
10636,12.9582,77.7461
10637,12.9580,77.7460
10638,12.9579,77.7459
10639,12.9667,77.7629
10640,12.9597,77.7421
10641,12.9599,77.7421
10642,12.9697,77.7516
10643,12.9697,77.7513
10644,12.9697,77.7504
10645,12.9572,77.7420
10646,12.9571,77.7420
10647,12.9731,77.7486
10648,12.9570,77.7401
10649,12.9570,77.7373
10650,12.9754,77.7438
10651,12.9570,77.7359
10652,12.9567,77.7346
10653,12.9562,77.7314
10654,12.9562,77.7316
10655,12.9568,77.7351
10656,12.9569,77.7355
10657,12.9571,77.7374
10658,12.9571,77.7385
10659,12.9567,77.7448
10660,12.9578,77.7458
10661,12.9693,77.7498
10662,12.9731,77.7484
10663,12.9576,77.7458
10664,12.9744,77.7467
10665,12.9756,77.7443
10666,12.9560,77.7288
10667,12.9570,77.7386
10668,12.9570,77.7386
10669,12.9570,77.7402
10670,12.9592,77.7466
10671,12.9629,77.7480
10672,12.9757,77.7446
10673,12.9559,77.7275
10674,12.9559,77.7276
10675,12.9559,77.7281
10676,12.9560,77.7282
10677,12.9560,77.7285
10678,12.9560,77.7286
10679,12.9560,77.7288
10680,12.9560,77.7291
10681,12.9561,77.7302
10682,12.9561,77.7305
10683,12.9561,77.7306
10684,12.9570,77.7428
10685,12.9570,77.7375
10686,12.9570,77.7376
10687,12.9570,77.7382
10688,12.9570,77.7385
10689,12.9611,77.7476
10690,12.9572,77.7455
10691,12.9588,77.7463
10692,12.9610,77.7475
10693,12.9620,77.7477
10694,12.9631,77.7481
10695,12.9634,77.7482
10696,12.9635,77.7482
10697,12.9730,77.7490
10698,12.9546,77.6825
10699,12.9548,77.6791
10700,12.9567,77.6752
10701,12.9578,77.6721
10702,12.9581,77.6685
10703,12.9581,77.6683
10704,12.9581,77.6682
10705,12.9582,77.6668
10706,12.9648,77.6727
10707,12.9606,77.6692
10708,12.9561,77.6797
10709,12.9547,77.6800
10710,12.9588,77.6680
10711,12.9581,77.6695
10712,12.9581,77.6696
10713,12.9581,77.6697
10714,12.9580,77.6704
10715,12.9580,77.6706
10716,12.9572,77.6742
10717,12.9565,77.6759
10718,12.9559,77.6769
10719,12.9548,77.6793
10720,12.9545,77.6814
10721,12.9546,77.6818
10722,12.9546,77.6819
10723,12.9546,77.6820
10724,12.9549,77.6866
10725,12.9550,77.6875
10726,12.9553,77.6887
10727,12.9553,77.6888
10728,12.9546,77.6842
10729,12.9545,77.6826
10730,12.9611,77.6814
10731,12.9620,77.6816
10732,12.9623,77.6817
10733,12.9642,77.6812
10734,12.9649,77.6791
10735,12.9647,77.6776
10736,12.9645,77.6728
10737,12.9670,77.6727
10738,12.9627,77.6818
10739,12.9576,77.6801
10740,12.9548,77.6800
10741,12.9546,77.6800
10742,12.9545,77.6810
10743,12.9548,77.6846
10744,12.9549,77.6854
10745,12.9551,77.6873
10746,12.9554,77.6889
10747,12.9549,77.6857
10748,12.9546,77.6835
10749,12.9546,77.6834
10750,12.9545,77.6800
10751,12.9550,77.6789
10752,12.9551,77.6784
10753,12.9556,77.6775
10754,12.9560,77.6767
10755,12.9569,77.6748
10756,12.9575,77.6735
10757,12.9579,77.6721
10758,12.9581,77.6706
10759,12.9581,77.6699
10760,12.9581,77.6696
10761,12.9581,77.6680
10762,12.9581,77.6678
10763,12.9581,77.6678
10764,12.9590,77.6634
10765,12.9591,77.6629
10766,12.9593,77.6617
10767,12.9620,77.6649
10768,12.9613,77.6655
10769,12.9593,77.6664
10770,12.9588,77.6664
10771,12.9587,77.6664
10772,12.9587,77.6664
10773,12.9586,77.6664
10774,12.9581,77.6683
10775,12.9574,77.6738
10776,12.9569,77.6751
10777,12.9564,77.6760
10778,12.9553,77.6783
10779,12.9548,77.6792
10780,12.9546,77.6796
10781,12.9544,77.6807
10782,12.9550,77.6872
10783,12.9546,77.6825
10784,12.9548,77.6791
10785,12.9567,77.6752
10786,12.9578,77.6721
10787,12.9581,77.6685
10788,12.9581,77.6683
10789,12.9581,77.6682
10790,12.9582,77.6668
10791,12.9648,77.6727
10792,12.9606,77.6692
10793,12.9561,77.6797
10794,12.9547,77.6800
10795,12.9588,77.6680
10796,12.9581,77.6695
10797,12.9581,77.6696
10798,12.9581,77.6697
10799,12.9580,77.6704
10800,12.9580,77.6706
10801,12.9572,77.6742
10802,12.9565,77.6759
10803,12.9559,77.6769
10804,12.9548,77.6793
10805,12.9545,77.6814
10806,12.9546,77.6818
10807,12.9546,77.6819
10808,12.9546,77.6820
10809,12.9549,77.6866
10810,12.9550,77.6875
10811,12.9553,77.6887
10812,12.9553,77.6888
10813,12.9546,77.6842
10814,12.9545,77.6826
10815,12.9611,77.6814
10816,12.9620,77.6816
10817,12.9623,77.6817
10818,12.9642,77.6812
10819,12.9649,77.6791
10820,12.9647,77.6776
10821,12.9645,77.6728
10822,12.9670,77.6727
10823,12.9627,77.6818
10824,12.9576,77.6801
10825,12.9548,77.6800
10826,12.9546,77.6800
10827,12.9545,77.6810
10828,12.9548,77.6846
10829,12.9549,77.6854
10830,12.9551,77.6873
10831,12.9554,77.6889
10832,12.9549,77.6857
10833,12.9546,77.6835
10834,12.9546,77.6834
10835,12.9545,77.6800
10836,12.9550,77.6789
10837,12.9551,77.6784
10838,12.9556,77.6775
10839,12.9560,77.6767
10840,12.9569,77.6748
10841,12.9575,77.6735
10842,12.9579,77.6721
10843,12.9581,77.6706
10844,12.9581,77.6699
10845,12.9581,77.6696
10846,12.9581,77.6680
10847,12.9581,77.6678
10848,12.9581,77.6678
10849,12.9590,77.6634
10850,12.9591,77.6629
10851,12.9593,77.6617
10852,12.9620,77.6649
10853,12.9613,77.6655
10854,12.9593,77.6664
10855,12.9588,77.6664
10856,12.9587,77.6664
10857,12.9587,77.6664
10858,12.9586,77.6664
10859,12.9581,77.6683
10860,12.9574,77.6738
10861,12.9569,77.6751
10862,12.9564,77.6760
10863,12.9553,77.6783
10864,12.9548,77.6792
10865,12.9546,77.6796
10866,12.9544,77.6807
10867,12.9550,77.6872
10868,12.9547,77.6841
10869,12.9544,77.6804
10870,12.9560,77.6768
10871,12.9563,77.6760
10872,12.9565,77.6757
10873,12.9565,77.6757
10874,12.9579,77.6720
10875,12.9581,77.6698
10876,12.9580,77.6692
10877,12.9581,77.6676
10878,12.9716,77.6609
10879,12.9674,77.6700
10880,12.9637,77.6686
10881,12.9604,77.6681
10882,12.9599,77.6680
10883,12.9598,77.6680
10884,12.9591,77.6680
10885,12.9587,77.6680
10886,12.9581,77.6691
10887,12.9581,77.6699
10888,12.9579,77.6707
10889,12.9579,77.6709
10890,12.9579,77.6711
10891,12.9572,77.6743
10892,12.9550,77.6789
10893,12.9549,77.6790
10894,12.9548,77.6792
10895,12.9547,77.6794
10896,12.9547,77.6795
10897,12.9545,77.6808
10898,12.9545,77.6814
10899,12.9550,77.6869
10900,12.9550,77.6871
10901,12.9551,77.6873
10902,12.9551,77.6879
10903,12.9554,77.6892
10904,12.9627,77.6818
10905,12.9626,77.6818
10906,12.9625,77.6817
10907,12.9625,77.6817
10908,12.9545,77.6820
10909,12.9546,77.6834
10910,12.9545,77.6827
10911,12.9545,77.6826
10912,12.9544,77.6805
10913,12.9584,77.6810
10914,12.9611,77.6815
10915,12.9648,77.6756
10916,12.9584,77.6681
10917,12.9582,77.6670
10918,12.9593,77.6608
10919,12.9589,77.6637
10920,12.9589,77.6637
10921,12.9583,77.6664
10922,12.9582,77.6671
10923,12.9581,77.6677
10924,12.9581,77.6691
10925,12.9580,77.6699
10926,12.9580,77.6703
10927,12.9580,77.6707
10928,12.9579,77.6710
10929,12.9579,77.6712
10930,12.9573,77.6740
10931,12.9569,77.6750
10932,12.9548,77.6795
10933,12.9547,77.6830
10934,12.9549,77.6862
10935,12.9550,77.6870
10936,12.9551,77.6877
10937,12.9553,77.6885
10938,12.9550,77.6870
10939,12.9549,77.6857
10940,12.9548,77.6843
10941,12.9546,77.6828
10942,12.9546,77.6827
10943,12.9545,77.6820
10944,12.9545,77.6818
10945,12.9545,77.6818
10946,12.9545,77.6798
10947,12.9548,77.6792
10948,12.9549,77.6788
10949,12.9557,77.6771
10950,12.9564,77.6759
10951,12.9564,77.6758
10952,12.9564,77.6758
10953,12.9571,77.6743
10954,12.9572,77.6742
10955,12.9578,77.6720
10956,12.9589,77.6637
10957,12.9597,77.6664
10958,12.9594,77.6664
10959,12.9581,77.6698
10960,12.9581,77.6699
10961,12.9580,77.6708
10962,12.9574,77.6737
10963,12.9569,77.6749
10964,12.9554,77.6780
10965,12.9550,77.6789
10966,12.9548,77.6793
10967,12.9545,77.6809
10968,12.9546,77.6822
10969,12.9549,77.6865
10970,12.9549,77.6864
10971,12.9548,77.6856
10972,12.9548,77.6855
10973,12.9545,77.6802
10974,12.9548,77.6793
10975,12.9549,77.6790
10976,12.9565,77.6758
10977,12.9566,77.6755
10978,12.9578,77.6721
10979,12.9581,77.6700
10980,12.9581,77.6693
10981,12.9581,77.6679
10982,12.9715,77.6587
10983,12.9611,77.6682
10984,12.9597,77.6681
10985,12.9590,77.6680
10986,12.9587,77.6680
10987,12.9586,77.6680
10988,12.9585,77.6680
10989,12.9585,77.6680
10990,12.9581,77.6691
10991,12.9581,77.6698
10992,12.9581,77.6700
10993,12.9580,77.6710
10994,12.9580,77.6711
10995,12.9564,77.6760
10996,12.9558,77.6773
10997,12.9557,77.6774
10998,12.9547,77.6795
10999,12.9545,77.6805
11000,12.9546,77.6819
11001,12.9546,77.6821
11002,12.9546,77.6827
11003,12.9548,77.6851
11004,12.9548,77.6854
11005,12.9553,77.6886
11006,12.9553,77.6889
11007,12.9554,77.6890
11008,12.9554,77.6890
11009,12.9550,77.6876
11010,12.9549,77.6867
11011,12.9545,77.6826
11012,12.9558,77.6797
11013,12.9574,77.6800
11014,12.9579,77.6803
11015,12.9603,77.6811
11016,12.9621,77.6816
11017,12.9624,77.6817
11018,12.9637,77.6820
11019,12.9637,77.6821
11020,12.9650,77.6783
11021,12.9650,77.6788
11022,12.9642,77.6811
11023,12.9641,77.6819
11024,12.9674,77.6713
11025,12.9621,77.6684
11026,12.9608,77.6681
11027,12.9604,77.6681
11028,12.9603,77.6681
11029,12.9584,77.6681
11030,12.9581,77.6692
11031,12.9580,77.6709
11032,12.9579,77.6716
11033,12.9569,77.6749
11034,12.9545,77.6809
11035,12.9545,77.6811
11036,12.9548,77.6845
11037,12.9548,77.6846
11038,12.9548,77.6846
11039,12.9554,77.6889
11040,12.9554,77.6892
11041,12.9579,77.6720
11042,12.9581,77.6684
11043,12.9581,77.6672
11044,12.9672,77.6614
11045,12.9622,77.6647
11046,12.9600,77.6663
11047,12.9581,77.6692
11048,12.9581,77.6700
11049,12.9580,77.6709
11050,12.9580,77.6715
11051,12.9575,77.6734
11052,12.9571,77.6746
11053,12.9568,77.6751
11054,12.9565,77.6758
11055,12.9555,77.6779
11056,12.9547,77.6797
11057,12.9546,77.6832
11058,12.9547,77.6845
11059,12.9550,77.6875
11060,12.9553,77.6888
11061,12.9581,77.6672
11062,12.9585,77.6653
11063,12.9588,77.6640
11064,12.9715,77.6600
11065,12.9715,77.6606
11066,12.9624,77.6684
11067,12.9620,77.6684
11068,12.9611,77.6682
11069,12.9604,77.6681
11070,12.9581,77.6692
11071,12.9581,77.6697
11072,12.9581,77.6698
11073,12.9579,77.6715
11074,12.9574,77.6738
11075,12.9569,77.6748
11076,12.9568,77.6750
11077,12.9558,77.6773
11078,12.9555,77.6778
11079,12.9548,77.6793
11080,12.9545,77.6818
11081,12.9545,77.6820
11082,12.9546,77.6824
11083,12.9546,77.6826
11084,12.9549,77.6860
11085,12.9552,77.6880
11086,12.9553,77.6890
11087,12.9544,77.6808
11088,12.9544,77.6807
11089,12.9548,77.6855
11090,12.9544,77.6810
11091,12.9546,77.6796
11092,12.9553,77.6783
11093,12.9555,77.6777
11094,12.9556,77.6776
11095,12.9557,77.6773
11096,12.9558,77.6771
11097,12.9577,77.6730
11098,12.9580,77.6703
11099,12.9580,77.6703
11100,12.9580,77.6702
11101,12.9580,77.6701
11102,12.9581,77.6693
11103,12.9582,77.6671
11104,12.9582,77.6670
11105,12.9582,77.6670
11106,12.9582,77.6669
11107,12.9593,77.6611
11108,12.9664,77.6619
11109,12.9622,77.6647
11110,12.9598,77.6664
11111,12.9591,77.6664
11112,12.9581,77.6677
11113,12.9579,77.6699
11114,12.9579,77.6700
11115,12.9550,77.6876
11116,12.9549,77.6861
11117,12.9547,77.6838
11118,12.9546,77.6827
11119,12.9544,77.6804
11120,12.9545,77.6801
11121,12.9548,77.6793
11122,12.9550,77.6790
11123,12.9555,77.6778
11124,12.9572,77.6743
11125,12.9577,77.6729
11126,12.9577,77.6727
11127,12.9579,77.6715
11128,12.9580,77.6706
11129,12.9586,77.6646
11130,12.9715,77.6601
11131,12.9714,77.6660
11132,12.9672,77.6720
11133,12.9674,77.6708
11134,12.9665,77.6698
11135,12.9647,77.6687
11136,12.9610,77.6681
11137,12.9602,77.6681
11138,12.9585,77.6680
11139,12.9584,77.6680
11140,12.9581,77.6697
11141,12.9580,77.6706
11142,12.9575,77.6736
11143,12.9570,77.6746
11144,12.9568,77.6750
11145,12.9565,77.6757
11146,12.9564,77.6760
11147,12.9550,77.6789
11148,12.9547,77.6796
11149,12.9544,77.6803
11150,12.9547,77.6839
11151,12.9548,77.6851
11152,12.9549,77.6857
11153,12.9553,77.6890
11154,12.9554,77.6892
11155,12.9550,77.6867
11156,12.9549,77.6858
11157,12.9547,77.6833
11158,12.9547,77.6827
11159,12.9545,77.6807
11160,12.9545,77.6800
11161,12.9565,77.6759
11162,12.9673,77.6700
11163,12.9548,77.6850
11164,12.9553,77.6887
11165,12.9550,77.6875
11166,12.9550,77.6875
11167,12.9550,77.6873
11168,12.9547,77.6838
11169,12.9545,77.6814
11170,12.9572,77.6743
11171,12.9575,77.6735
11172,12.9580,77.6711
11173,12.9581,77.6705
11174,12.9581,77.6703
11175,12.9582,77.6673
11176,12.9711,77.6588
11177,12.9711,77.6588
11178,12.9669,77.6615
11179,12.9646,77.6632
11180,12.9632,77.6641
11181,12.9624,77.6646
11182,12.9623,77.6647
11183,12.9615,77.6652
11184,12.9599,77.6664
11185,12.9587,77.6666
11186,12.9586,77.6666
11187,12.9585,77.6667
11188,12.9582,77.6672
11189,12.9582,77.6673
11190,12.9626,77.6818
11191,12.9581,77.6687
11192,12.9581,77.6692
11193,12.9581,77.6697
11194,12.9580,77.6708
11195,12.9576,77.6732
11196,12.9574,77.6737
11197,12.9574,77.6739
11198,12.9573,77.6741
11199,12.9566,77.6756
11200,12.9562,77.6764
11201,12.9546,77.6818
11202,12.9551,77.6875
11203,12.9548,77.6842
11204,12.9548,77.6852
11205,12.9548,77.6854
11206,12.9554,77.6891
11207,12.9554,77.6891
11208,12.9552,77.6884
11209,12.9641,77.6821
11210,12.9548,77.6855
11211,12.9548,77.6844
11212,12.9546,77.6814
11213,12.9549,77.6793
11214,12.9563,77.6764
11215,12.9566,77.6756
11216,12.9581,77.6681
11217,12.9581,77.6681
11218,12.9581,77.6681
11219,12.9664,77.6619
11220,12.9662,77.6621
11221,12.9624,77.6646
11222,12.9596,77.6664
11223,12.9593,77.6664
11224,12.9581,77.6678
11225,12.9581,77.6679
11226,12.9568,77.6751
11227,12.9544,77.6810
11228,13.0226,77.6471
11229,13.0241,77.6445
11230,13.0238,77.6453
11231,13.0235,77.6459
11232,13.0234,77.6461
11233,13.0234,77.6462
11234,13.0230,77.6471
11235,13.0226,77.6479
11236,13.0223,77.6488
11237,13.0221,77.6492
11238,13.0218,77.6499
11239,13.0211,77.6515
11240,13.0205,77.6527
11241,13.0207,77.6523
11242,13.0215,77.6506
11243,13.0228,77.6508
11244,13.0229,77.6508
11245,13.0245,77.6513
11246,13.0267,77.6523
11247,13.0274,77.6524
11248,13.0275,77.6525
11249,13.0285,77.6527
11250,13.0298,77.6530
11251,13.0303,77.6531
11252,13.0321,77.6537
11253,13.0354,77.6546
11254,13.0341,77.6574
11255,13.0327,77.6592
11256,13.0327,77.6597
11257,13.0324,77.6603
11258,13.0324,77.6603
11259,13.0323,77.6604
11260,13.0320,77.6607
11261,13.0316,77.6610
11262,13.0302,77.6624
11263,13.0292,77.6634
11264,13.0279,77.6623
11265,13.0286,77.6639
11266,13.0265,77.6661
11267,13.0258,77.6671
11268,13.0250,77.6682
11269,13.0246,77.6686
11270,13.0236,77.6696
11271,13.0235,77.6696
11272,13.0223,77.6709
11273,13.0221,77.6711
11274,13.0216,77.6719
11275,13.0206,77.6734
11276,13.0205,77.6736
11277,13.0203,77.6738
11278,13.0209,77.6730
11279,13.0216,77.6718
11280,13.0219,77.6714
11281,13.0225,77.6706
11282,13.0234,77.6697
11283,13.0244,77.6688
11284,13.0254,77.6676
11285,13.0262,77.6664
11286,13.0265,77.6660
11287,13.0266,77.6658
11288,13.0270,77.6654
11289,13.0280,77.6644
11290,13.0283,77.6631
11291,13.0280,77.6626
11292,13.0285,77.6634
11293,13.0292,77.6634
11294,13.0306,77.6620
11295,13.0311,77.6614
11296,13.0314,77.6611
11297,13.0327,77.6589
11298,13.0338,77.6574
11299,13.0341,77.6574
11300,13.0368,77.6572
11301,13.0372,77.6567
