,0,1
0,13.00027561,77.67953491
1,13.00026035,77.67893982
2,13.00015259,77.67669678
3,12.99994469,77.6762619
4,12.99990463,77.67617035
5,12.99804592,77.67208862
6,12.99707603,77.67007446
7,12.99702644,77.66997528
8,12.9969759,77.66985321
9,12.99638462,77.66841125
10,12.99461079,77.66445923
11,12.99469471,77.66442871
12,12.99473476,77.664505
13,12.99531555,77.66576385
14,12.99532509,77.66577148
15,12.99581337,77.66670227
16,12.99798107,77.6713028
17,12.99730301,77.68295288
18,13.00024796,77.68004608
19,13.00025845,77.67803955
20,12.99920273,77.67453003
21,12.997365,77.67073822
22,12.99681091,77.66941071
23,12.99679279,77.66937256
24,12.99678612,77.6693573
25,12.99364567,77.66648102
26,13.0,77.67559814
27,13.00038624,77.67655945
28,13.00024033,77.67867279
29,13.00023556,77.67862701
30,13.00022793,77.67856598
31,13.00021839,77.6783905
32,13.00021553,77.67835236
33,13.00022984,77.67790985
34,13.0002346,77.67789459
35,13.00024986,77.67780304
36,13.00021267,77.67685699
37,12.99892521,77.67402649
38,12.99837303,77.67289734
39,12.99830532,77.67276764
40,12.99808502,77.67221832
41,12.99706554,77.67006683
42,12.9967804,77.66940308
43,12.9967804,77.66938019
44,12.99677086,77.66936493
45,12.99676323,77.66934967
46,12.99356842,77.66735077
47,12.99349499,77.66737366
48,12.99347782,77.66737366
49,12.9947834,77.66609192
50,12.9949007,77.66475677
51,12.99579525,77.66665649
52,12.99583817,77.66674042
53,12.9963913,77.66795349
54,12.99660778,77.66845703
55,12.99664497,77.66851807
56,12.99699497,77.66917419
57,12.99802494,77.67134094
58,13.00018787,77.67601776
59,13.00026321,77.67926788
60,13.00026989,77.67908478
61,13.00027084,77.67741394
62,13.00026798,77.67734528
63,13.00022125,77.67703247
64,12.99979115,77.67593384
65,12.99940586,77.67498016
66,12.99871254,77.67363739
67,12.99863338,77.67347717
68,12.99859047,77.67337799
69,12.9985714,77.67333221
70,12.99855137,77.67329407
71,12.99854469,77.67328644
72,12.99852467,77.67324829
73,12.99803257,77.67221069
74,12.99799347,77.67212677
75,12.99741554,77.67095184
76,12.99736118,77.6708374
77,12.99732018,77.67075348
78,12.99730587,77.67072296
79,12.99705601,77.67015839
80,12.99346542,77.6673584
81,12.99398518,77.66635895
82,12.99480343,77.66604614
